mother_has_secondary_education,mother_has_college_education,birth_month_num,birth_month_name,gender,internet_connection,repeated_secondary,score_math,n_students_in_school
1.0,1.0,7,July,Male,No,"No, never",471.97739999999993,167.0
1.0,1.0,9,September,Female,Yes,"No, never",445.1959,167.0
1.0,1.0,8,August,Female,Yes,"No, never",554.6366,1094.0
1.0,1.0,6,June,Female,Yes,"No, never",595.8045000000001,1094.0
1.0,1.0,1,January,Male,Yes,"No, never",575.8871,1094.0
1.0,1.0,11,November,Male,Yes,"No, never",509.01810000000006,1094.0
1.0,1.0,12,December,Male,Yes,"No, never",436.03909999999996,1094.0
1.0,1.0,7,July,Female,Yes,"No, never",605.2926,1094.0
1.0,1.0,6,June,Male,Yes,"No, never",591.5332000000001,1094.0
1.0,1.0,11,November,Female,Yes,"No, never",550.3656,1094.0
1.0,1.0,2,February,Female,Yes,"No, never",451.63200000000006,1094.0
1.0,1.0,4,April,Male,Yes,"No, never",615.0840999999999,1094.0
1.0,1.0,6,June,Female,Yes,"No, never",428.2719,1094.0
1.0,1.0,7,July,Female,Yes,"No, never",521.8967,1094.0
1.0,1.0,1,January,Female,Yes,"No, never",608.6034999999999,1094.0
1.0,1.0,11,November,Female,Yes,"No, never",516.7241,1094.0
1.0,1.0,11,November,Male,Yes,"No, never",507.8932000000001,1094.0
1.0,1.0,9,September,Female,Yes,"No, never",567.8567,1094.0
1.0,1.0,7,July,Female,Yes,"No, never",460.30870000000004,1094.0
1.0,0.0,9,September,Female,Yes,"No, never",450.0774,1094.0
1.0,1.0,1,January,Male,Yes,"No, never",533.3538999999998,1094.0
1.0,1.0,6,June,Female,Yes,"No, never",581.2118,1094.0
1.0,1.0,2,February,Female,Yes,"No, never",523.0993000000001,1094.0
1.0,1.0,3,March,Male,Yes,"No, never",461.5485,1094.0
1.0,1.0,10,October,Female,Yes,"No, never",587.5687999999999,1094.0
1.0,1.0,4,April,Male,Yes,"No, never",419.64619999999996,1094.0
1.0,1.0,2,February,Female,Yes,"No, never",545.4775000000001,1094.0
1.0,1.0,12,December,Female,Yes,"No, never",568.8131999999999,1094.0
1.0,1.0,4,April,Female,Yes,"No, never",569.832,1094.0
1.0,1.0,11,November,Male,Yes,"No, never",441.9759,1094.0
1.0,1.0,3,March,Male,Yes,"No, never",517.9594,1094.0
1.0,1.0,7,July,Female,Yes,"No, never",585.2616,1094.0
1.0,1.0,6,June,Female,Yes,"No, never",577.3073999999999,1094.0
1.0,1.0,4,April,Male,Yes,"No, never",429.5948,1094.0
1.0,1.0,4,April,Female,Yes,"Yes, once",521.5694000000001,1201.0
1.0,1.0,3,March,Female,Yes,"Yes, once",434.90389999999996,1201.0
,,8,August,Female,Yes,"No, never",462.33830000000006,1201.0
1.0,1.0,4,April,Female,Yes,"No, never",534.2205999999999,1201.0
,,11,November,Female,Yes,"No, never",614.5441999999999,1201.0
0.0,0.0,8,August,Female,Yes,"Yes, twice or more",429.1304,1201.0
1.0,0.0,1,January,Male,Yes,"No, never",581.7232000000001,1201.0
1.0,1.0,11,November,Female,Yes,"No, never",495.41549999999995,1201.0
1.0,0.0,11,November,Male,Yes,"No, never",562.6574999999999,1201.0
1.0,1.0,10,October,Male,Yes,"No, never",450.5003,1201.0
1.0,1.0,7,July,Female,Yes,"No, never",569.7727,1201.0
1.0,1.0,8,August,Female,Yes,"No, never",448.85060000000004,1201.0
1.0,1.0,1,January,Male,Yes,"No, never",555.0857,1201.0
1.0,0.0,2,February,Female,Yes,"Yes, once",429.31419999999997,1201.0
1.0,1.0,1,January,Male,Yes,"Yes, once",469.94749999999993,1201.0
1.0,1.0,11,November,Male,Yes,"Yes, once",443.6781,1201.0
1.0,1.0,11,November,Male,Yes,"Yes, once",482.28249999999997,1201.0
1.0,1.0,6,June,Male,Yes,"No, never",594.3745,1201.0
1.0,0.0,7,July,Male,Yes,"No, never",483.3571,1201.0
0.0,0.0,4,April,Male,Yes,"No, never",622.4367,1201.0
1.0,1.0,11,November,Male,Yes,"No, never",557.9390999999999,1201.0
1.0,1.0,10,October,Female,Yes,"No, never",530.4837,1201.0
1.0,1.0,8,August,Female,Yes,"No, never",516.3193,1201.0
1.0,1.0,4,April,Female,Yes,"No, never",464.14240000000007,1201.0
1.0,0.0,1,January,Female,Yes,"No, never",452.1355,1201.0
1.0,1.0,11,November,Male,Yes,"No, never",489.86190000000005,1201.0
1.0,0.0,5,May,Female,Yes,"Yes, once",417.25339999999994,1201.0
1.0,0.0,10,October,Male,Yes,"Yes, once",512.8781000000001,1201.0
1.0,1.0,3,March,Male,Yes,"No, never",599.8072999999999,1201.0
1.0,1.0,1,January,Male,Yes,"No, never",577.501,1201.0
1.0,1.0,7,July,Female,Yes,"No, never",603.7133,1201.0
1.0,0.0,8,August,Male,Yes,"No, never",567.5664999999999,1201.0
1.0,0.0,2,February,Female,Yes,"No, never",590.0441999999999,1201.0
1.0,0.0,4,April,Female,Yes,"No, never",664.9137999999999,536.0
1.0,1.0,12,December,Male,Yes,"Yes, once",501.57669999999996,536.0
0.0,0.0,8,August,Female,Yes,"No, never",559.5052,536.0
1.0,0.0,2,February,Male,Yes,"No, never",513.0754000000001,536.0
1.0,1.0,11,November,Female,Yes,"No, never",540.7986,536.0
1.0,1.0,5,May,Female,Yes,"Yes, once",449.98810000000003,536.0
1.0,1.0,2,February,Male,Yes,"No, never",564.1029000000001,536.0
1.0,0.0,8,August,Male,Yes,"No, never",538.8134000000001,536.0
1.0,0.0,11,November,Male,Yes,"No, never",572.8145,536.0
1.0,1.0,3,March,Female,Yes,"No, never",365.7141,536.0
0.0,0.0,2,February,Male,Yes,"No, never",634.676,536.0
1.0,1.0,12,December,Male,Yes,"No, never",544.796,536.0
1.0,0.0,7,July,Female,Yes,"No, never",606.8289,536.0
1.0,0.0,8,August,Female,Yes,"No, never",650.7133,536.0
,,12,December,Female,Yes,"Yes, once",406.90389999999996,536.0
1.0,1.0,7,July,Male,Yes,"Yes, once",300.6607000000001,536.0
1.0,1.0,10,October,Female,Yes,"No, never",527.7479000000001,536.0
1.0,0.0,3,March,Male,Yes,"Yes, once",430.1561,536.0
1.0,0.0,2,February,Male,Yes,"No, never",583.369,536.0
,,10,October,Male,Yes,"Yes, once",345.4202,536.0
1.0,1.0,9,September,Female,Yes,"No, never",551.0337999999999,536.0
1.0,1.0,2,February,Male,Yes,"No, never",506.8864,536.0
1.0,0.0,9,September,Female,Yes,"Yes, once",431.6034000000001,536.0
1.0,1.0,4,April,Male,Yes,"No, never",494.6061000000001,536.0
1.0,1.0,4,April,Male,Yes,"No, never",452.8317,536.0
1.0,1.0,3,March,Male,Yes,"No, never",573.1508,536.0
1.0,0.0,6,June,Male,Yes,"No, never",540.2932999999999,536.0
1.0,1.0,11,November,Male,Yes,"No, never",517.1725,536.0
1.0,0.0,12,December,Male,Yes,"Yes, once",552.2603999999999,536.0
1.0,1.0,12,December,Female,Yes,"Yes, once",439.54200000000003,536.0
0.0,0.0,4,April,Male,Yes,"No, never",569.4726,536.0
1.0,0.0,3,March,Male,Yes,"No, never",495.65790000000004,536.0
1.0,1.0,9,September,Female,Yes,"No, never",391.6975,385.0
0.0,1.0,11,November,Male,Yes,"No, never",510.0326,385.0
1.0,0.0,9,September,Female,Yes,"No, never",570.3477,385.0
1.0,1.0,8,August,Female,Yes,"No, never",512.4867,385.0
1.0,1.0,1,January,Female,Yes,"No, never",524.2437000000001,385.0
1.0,0.0,12,December,Male,Yes,"No, never",640.4849,385.0
1.0,1.0,4,April,Male,Yes,"No, never",570.9263,385.0
1.0,1.0,3,March,Female,No,"No, never",379.5066,385.0
1.0,0.0,7,July,Male,Yes,"No, never",371.04359999999997,385.0
0.0,0.0,3,March,Female,Yes,"No, never",418.1486,385.0
1.0,1.0,4,April,Male,Yes,"No, never",605.2659,385.0
1.0,0.0,11,November,Female,Yes,"No, never",560.0246,385.0
1.0,1.0,1,January,Male,Yes,"No, never",539.0600000000001,385.0
1.0,1.0,9,September,Male,Yes,"No, never",566.2579000000001,385.0
1.0,1.0,9,September,Male,Yes,"No, never",419.7487,385.0
1.0,0.0,1,January,Male,Yes,"No, never",474.13140000000004,385.0
1.0,1.0,3,March,Female,Yes,"No, never",517.7290999999999,385.0
1.0,0.0,7,July,Female,Yes,"No, never",490.27380000000005,385.0
1.0,0.0,2,February,Female,Yes,"No, never",465.56910000000005,385.0
1.0,0.0,8,August,Male,Yes,"No, never",553.4819,385.0
0.0,0.0,2,February,Male,Yes,"Yes, once",402.2648,385.0
0.0,0.0,6,June,Male,Yes,"No, never",623.0985999999999,385.0
,,1,January,Male,Yes,"No, never",553.0815,385.0
1.0,0.0,8,August,Female,Yes,"No, never",479.40260000000006,385.0
1.0,0.0,5,May,Male,Yes,"No, never",519.9795,385.0
1.0,1.0,4,April,Male,Yes,"No, never",476.0565,385.0
1.0,0.0,3,March,Male,Yes,"No, never",414.84659999999997,385.0
1.0,1.0,8,August,Female,Yes,"No, never",341.30330000000004,385.0
1.0,0.0,7,July,Female,No,"No, never",373.29839999999996,385.0
1.0,1.0,12,December,Female,Yes,"No, never",324.98010000000005,385.0
0.0,0.0,5,May,Female,Yes,"No, never",328.683,385.0
1.0,1.0,4,April,Female,Yes,"No, never",488.33690000000007,385.0
1.0,1.0,10,October,Female,Yes,"No, never",326.39,385.0
0.0,0.0,7,July,Female,Yes,"No, never",570.6717000000001,385.0
1.0,1.0,9,September,Male,Yes,"Yes, once",451.4071,385.0
1.0,0.0,7,July,Male,Yes,"Yes, once",426.98760000000004,385.0
1.0,0.0,7,July,Female,Yes,"No, never",467.89,385.0
1.0,1.0,8,August,Male,Yes,"No, never",589.1381,2316.0
1.0,1.0,2,February,Female,Yes,"No, never",503.0568,2316.0
1.0,0.0,11,November,Male,Yes,"Yes, once",416.7653,2316.0
1.0,1.0,1,January,Female,Yes,"No, never",471.9955,2316.0
1.0,1.0,10,October,Male,Yes,"Yes, once",522.515,2316.0
1.0,0.0,8,August,Male,Yes,"Yes, once",411.1303,2316.0
1.0,1.0,9,September,Male,Yes,"Yes, once",462.5955000000001,2316.0
1.0,1.0,8,August,Female,Yes,"No, never",483.2251,2316.0
1.0,0.0,3,March,Male,Yes,"No, never",500.13100000000003,2316.0
1.0,0.0,9,September,Male,Yes,"No, never",598.9995000000001,2316.0
1.0,,11,November,Female,Yes,"Yes, once",401.8189,2316.0
1.0,1.0,2,February,Male,,"No, never",524.1616999999999,2316.0
1.0,0.0,5,May,Male,Yes,"No, never",558.7134,2316.0
1.0,1.0,9,September,Female,Yes,"No, never",505.22569999999996,2316.0
1.0,1.0,6,June,Male,Yes,"No, never",546.7927,2316.0
1.0,0.0,12,December,Male,Yes,"No, never",539.6329000000001,2316.0
1.0,1.0,12,December,Female,Yes,"No, never",434.2509,2316.0
1.0,1.0,12,December,Male,Yes,"No, never",489.2853,2316.0
1.0,0.0,12,December,Male,Yes,"No, never",418.2187,2316.0
1.0,1.0,11,November,Female,Yes,"No, never",500.72790000000003,2316.0
1.0,0.0,2,February,Female,Yes,"No, never",492.4594,2316.0
1.0,0.0,5,May,Male,Yes,"No, never",542.6088,2316.0
1.0,1.0,11,November,Female,Yes,"No, never",418.5696,2316.0
1.0,1.0,7,July,Male,Yes,"No, never",533.8726,2316.0
1.0,0.0,6,June,Male,Yes,"No, never",586.1665,2316.0
1.0,1.0,8,August,Female,Yes,"No, never",480.3029999999999,2316.0
1.0,0.0,4,April,Male,Yes,"No, never",474.7605,2316.0
,1.0,4,April,Male,Yes,"No, never",573.3338999999999,2316.0
1.0,0.0,11,November,Female,Yes,"No, never",366.09590000000003,2316.0
1.0,0.0,10,October,Male,Yes,"No, never",456.2608,2316.0
1.0,1.0,8,August,Male,Yes,"No, never",671.5799,2316.0
1.0,0.0,2,February,Male,Yes,"No, never",565.061,2316.0
1.0,,5,May,Female,Yes,"No, never",514.2403999999999,2316.0
1.0,0.0,4,April,Female,Yes,"No, never",587.9136000000001,2316.0
1.0,1.0,9,September,Female,Yes,"No, never",507.36529999999993,2316.0
1.0,0.0,3,March,Male,Yes,"No, never",547.7139,2316.0
1.0,0.0,4,April,Female,Yes,"No, never",364.3144,2316.0
1.0,1.0,5,May,Male,Yes,"No, never",591.1069,2316.0
1.0,1.0,7,July,Female,Yes,"No, never",529.1578,2316.0
1.0,0.0,5,May,Male,Yes,"No, never",449.06419999999997,2316.0
1.0,1.0,9,September,Male,Yes,"No, never",583.3787,414.0
0.0,0.0,9,September,Male,Yes,"No, never",446.15590000000003,414.0
0.0,0.0,9,September,Female,Yes,"No, never",432.80199999999996,414.0
1.0,1.0,10,October,Female,Yes,"No, never",576.7642,414.0
1.0,1.0,3,March,Female,Yes,"No, never",496.93469999999996,414.0
,0.0,11,November,Female,Yes,"No, never",393.7777,414.0
,1.0,12,December,Female,Yes,"Yes, once",426.07370000000003,414.0
1.0,1.0,2,February,Male,Yes,"No, never",560.1128999999999,414.0
1.0,1.0,5,May,Male,Yes,"Yes, once",405.12289999999996,414.0
1.0,1.0,2,February,Male,Yes,"No, never",467.86289999999997,414.0
1.0,1.0,5,May,Male,Yes,"No, never",463.3803,414.0
1.0,1.0,9,September,Male,Yes,"No, never",547.7488000000001,414.0
1.0,1.0,2,February,Female,Yes,"No, never",606.3842999999999,414.0
1.0,1.0,12,December,Male,Yes,"No, never",441.33189999999996,414.0
1.0,0.0,8,August,Female,Yes,"No, never",493.00319999999994,414.0
1.0,,3,March,Female,Yes,"No, never",462.23709999999994,414.0
1.0,1.0,10,October,Male,Yes,"No, never",543.3644,414.0
1.0,0.0,3,March,Male,Yes,"No, never",446.5117,414.0
1.0,,8,August,Male,Yes,"No, never",590.1085,414.0
1.0,0.0,4,April,Female,Yes,"No, never",552.4756,414.0
1.0,0.0,8,August,Female,Yes,"No, never",502.24359999999996,414.0
1.0,1.0,3,March,Female,Yes,"No, never",559.7598,414.0
1.0,0.0,11,November,Male,Yes,"No, never",540.4822,414.0
1.0,0.0,6,June,Male,Yes,"No, never",504.3532999999999,414.0
1.0,0.0,4,April,Male,Yes,"No, never",483.6119,414.0
0.0,,2,February,Male,Yes,"No, never",502.2999,414.0
,1.0,11,November,Female,Yes,"No, never",426.4366,414.0
1.0,1.0,10,October,Male,Yes,"No, never",420.1499,414.0
,0.0,3,March,Male,Yes,"No, never",325.8374,414.0
1.0,1.0,5,May,Male,Yes,"No, never",588.8888,414.0
0.0,0.0,2,February,Female,Yes,"No, never",455.58959999999996,414.0
1.0,0.0,4,April,Male,Yes,"No, never",561.6723,414.0
1.0,,6,June,Female,Yes,"No, never",419.4204000000001,414.0
0.0,0.0,1,January,Male,Yes,"No, never",564.303,414.0
1.0,0.0,12,December,Female,Yes,"No, never",416.0521,414.0
1.0,0.0,12,December,Female,Yes,"No, never",447.02169999999995,69.0
1.0,1.0,8,August,Male,Yes,"Yes, once",511.63550000000004,69.0
1.0,0.0,3,March,Female,Yes,"No, never",491.90459999999996,69.0
1.0,0.0,10,October,Male,Yes,"No, never",560.2396999999999,69.0
1.0,0.0,3,March,Female,Yes,"No, never",494.267,69.0
1.0,1.0,12,December,Female,No,"No, never",550.5648,69.0
1.0,1.0,6,June,Female,Yes,"No, never",571.6559000000001,69.0
1.0,0.0,5,May,Female,Yes,"No, never",515.6614000000001,69.0
1.0,1.0,11,November,Male,Yes,"No, never",517.2423,69.0
1.0,0.0,12,December,Female,Yes,"No, never",475.10029999999995,69.0
1.0,1.0,5,May,Female,Yes,"Yes, once",474.5331,69.0
1.0,1.0,8,August,Male,Yes,"No, never",455.9656,69.0
1.0,1.0,4,April,Female,Yes,"No, never",493.1812,69.0
1.0,1.0,8,August,Female,Yes,"No, never",519.1653,69.0
1.0,1.0,5,May,Female,Yes,"No, never",468.0732,69.0
1.0,0.0,7,July,Male,Yes,"No, never",519.2865,69.0
1.0,1.0,2,February,Female,Yes,"No, never",428.6576,69.0
1.0,1.0,2,February,Female,Yes,"Yes, once",545.9190999999998,69.0
1.0,1.0,3,March,Female,Yes,"No, never",567.3700999999999,69.0
1.0,0.0,3,March,Female,Yes,"No, never",526.1546,69.0
1.0,1.0,8,August,Male,Yes,"No, never",456.0861,69.0
1.0,0.0,4,April,Male,Yes,"Yes, twice or more",415.7033,69.0
1.0,1.0,4,April,Male,Yes,"No, never",608.1354,69.0
1.0,0.0,2,February,Female,Yes,"No, never",496.2825999999999,69.0
1.0,1.0,6,June,Male,No,"No, never",502.39610000000005,69.0
1.0,1.0,1,January,Male,Yes,"No, never",557.7516,69.0
1.0,0.0,12,December,Female,Yes,"Yes, once",398.43960000000004,69.0
1.0,0.0,6,June,Female,Yes,"No, never",571.5035,69.0
1.0,1.0,11,November,Male,Yes,"No, never",506.8974,69.0
1.0,1.0,5,May,Female,Yes,"No, never",361.7152,69.0
1.0,1.0,5,May,Female,Yes,"No, never",493.7291,69.0
1.0,1.0,8,August,Female,Yes,"No, never",578.1557,69.0
1.0,1.0,8,August,Female,Yes,"No, never",465.9036,69.0
1.0,1.0,12,December,Female,Yes,"No, never",505.09,69.0
1.0,1.0,9,September,Female,Yes,"No, never",488.91310000000004,69.0
1.0,1.0,6,June,Male,Yes,"No, never",551.923,69.0
1.0,1.0,11,November,Male,Yes,"No, never",554.4865,69.0
1.0,0.0,2,February,Male,Yes,"No, never",578.3700000000001,69.0
1.0,0.0,8,August,Female,Yes,"No, never",580.7364,69.0
1.0,1.0,5,May,Male,Yes,"No, never",565.8392,69.0
1.0,1.0,5,May,Male,Yes,"Yes, once",486.8986,69.0
0.0,0.0,6,June,Male,Yes,"No, never",506.91970000000003,1137.0
1.0,1.0,10,October,Male,Yes,"No, never",492.2207,1137.0
1.0,0.0,5,May,Female,Yes,"No, never",606.6668,1137.0
1.0,1.0,1,January,Female,Yes,"No, never",526.8059000000001,1137.0
1.0,0.0,4,April,Male,Yes,"No, never",486.9889999999999,1137.0
1.0,1.0,6,June,Female,Yes,"No, never",486.5852000000001,1137.0
1.0,1.0,10,October,Male,Yes,"No, never",568.0246999999999,1137.0
1.0,0.0,4,April,Female,Yes,"No, never",498.60290000000003,1137.0
0.0,0.0,5,May,Male,Yes,"No, never",613.9570000000001,1137.0
1.0,1.0,7,July,Male,Yes,"Yes, once",442.27299999999997,1137.0
1.0,1.0,11,November,Female,Yes,"No, never",511.3693999999999,1137.0
1.0,1.0,10,October,Female,Yes,"No, never",436.79589999999996,1137.0
1.0,1.0,1,January,Female,Yes,"No, never",460.24969999999996,1137.0
1.0,1.0,2,February,Male,Yes,"No, never",533.7809,1137.0
1.0,1.0,7,July,Female,Yes,"No, never",577.5469,1137.0
1.0,1.0,11,November,Male,Yes,"No, never",525.8214,1137.0
1.0,1.0,2,February,Male,Yes,"No, never",580.0532999999999,1137.0
1.0,0.0,7,July,Female,Yes,"No, never",595.2348,1137.0
1.0,1.0,9,September,Female,Yes,"Yes, once",464.8218999999999,1137.0
1.0,0.0,3,March,Female,Yes,"No, never",526.8118000000001,1137.0
1.0,1.0,3,March,Male,Yes,"Yes, once",433.89480000000003,1137.0
1.0,0.0,12,December,Female,Yes,"No, never",566.707,1137.0
1.0,1.0,10,October,Female,Yes,"No, never",484.2934,1137.0
1.0,1.0,1,January,Female,Yes,"No, never",541.2139,1137.0
1.0,1.0,4,April,Male,Yes,"No, never",549.7452999999999,1137.0
1.0,1.0,12,December,Male,Yes,,323.11760000000004,1137.0
1.0,0.0,7,July,Male,Yes,"Yes, once",321.83900000000006,1137.0
1.0,0.0,12,December,Male,Yes,"No, never",525.4217000000001,1137.0
1.0,1.0,11,November,Female,Yes,"No, never",570.6211000000001,1137.0
1.0,,11,November,Female,Yes,"No, never",424.326,1137.0
1.0,1.0,7,July,Female,Yes,"No, never",518.9927999999999,1137.0
1.0,1.0,5,May,Female,Yes,"No, never",624.6722,1137.0
1.0,1.0,9,September,Male,Yes,"No, never",584.7447,1137.0
1.0,1.0,8,August,Male,Yes,"No, never",456.84349999999995,1137.0
1.0,1.0,3,March,Female,Yes,"No, never",477.77170000000007,1137.0
1.0,1.0,6,June,Female,Yes,"No, never",567.1768000000001,1137.0
1.0,1.0,11,November,Female,Yes,"No, never",522.3242,1137.0
0.0,0.0,12,December,Male,Yes,,489.66229999999996,1137.0
1.0,1.0,4,April,Male,Yes,"No, never",526.9591,1137.0
1.0,0.0,2,February,Female,Yes,"No, never",423.54319999999996,1137.0
1.0,0.0,10,October,Female,Yes,"No, never",608.1001,1137.0
1.0,1.0,9,September,Female,Yes,"No, never",524.4221,1137.0
1.0,0.0,11,November,Female,Yes,"No, never",513.3037,450.0
,,6,June,Male,Yes,"No, never",500.02880000000005,450.0
1.0,,12,December,Male,Yes,"No, never",479.1781,450.0
1.0,1.0,8,August,Male,Yes,"No, never",562.1301000000001,450.0
1.0,,2,February,Female,Yes,"No, never",553.9404999999999,450.0
1.0,1.0,6,June,Female,Yes,"No, never",518.1321,450.0
1.0,1.0,5,May,Male,Yes,"No, never",649.9420000000001,450.0
1.0,0.0,10,October,Female,Yes,"No, never",534.8844000000001,450.0
1.0,1.0,8,August,Male,Yes,"No, never",496.07970000000006,450.0
1.0,1.0,8,August,Male,Yes,"No, never",535.0126,450.0
1.0,0.0,7,July,Male,Yes,"No, never",482.7384,450.0
1.0,1.0,5,May,Male,Yes,"No, never",487.90299999999996,450.0
1.0,1.0,12,December,Male,Yes,"No, never",501.7442000000001,450.0
,,12,December,Male,Yes,"No, never",617.5903000000001,450.0
1.0,1.0,10,October,Female,Yes,"No, never",582.0038,450.0
1.0,0.0,2,February,Male,Yes,"No, never",531.4647,450.0
,1.0,12,December,Female,Yes,"Yes, once",438.91940000000005,450.0
1.0,1.0,2,February,Female,Yes,"No, never",521.2253,450.0
1.0,1.0,11,November,Female,Yes,"No, never",544.4345999999999,450.0
1.0,1.0,6,June,Female,Yes,"No, never",515.1832,450.0
1.0,0.0,12,December,Female,Yes,"No, never",514.7011,450.0
0.0,,11,November,Female,Yes,"Yes, twice or more",351.375,450.0
1.0,1.0,6,June,Female,Yes,"No, never",509.29409999999996,450.0
1.0,0.0,8,August,Female,Yes,"No, never",587.8519,450.0
1.0,1.0,7,July,Female,Yes,"No, never",509.48909999999995,450.0
1.0,0.0,5,May,Female,Yes,"No, never",512.738,450.0
1.0,0.0,10,October,Male,Yes,"No, never",555.1676,450.0
1.0,1.0,3,March,Male,Yes,"No, never",596.3893,450.0
1.0,1.0,11,November,Female,Yes,"No, never",673.3341,450.0
1.0,1.0,3,March,Male,Yes,"No, never",601.3244000000001,450.0
1.0,1.0,8,August,Female,Yes,"No, never",550.7519,450.0
1.0,1.0,4,April,Female,Yes,"No, never",472.6472,450.0
1.0,1.0,11,November,Female,Yes,"No, never",518.7430999999999,450.0
1.0,0.0,11,November,Male,Yes,"No, never",559.708,450.0
1.0,,5,May,Female,Yes,"No, never",577.5395000000001,450.0
1.0,1.0,10,October,Male,Yes,"No, never",492.70430000000005,450.0
1.0,1.0,12,December,Male,Yes,"No, never",599.4687000000001,450.0
1.0,1.0,12,December,Female,Yes,"No, never",511.4396999999999,450.0
1.0,1.0,5,May,Male,Yes,"No, never",555.9241,450.0
1.0,1.0,8,August,Male,Yes,"No, never",516.6159,1100.0
1.0,1.0,2,February,Male,Yes,"No, never",620.7974999999999,1100.0
1.0,1.0,2,February,Male,Yes,"No, never",605.6939,1100.0
1.0,1.0,6,June,Male,Yes,"No, never",560.4757,1100.0
1.0,1.0,8,August,Male,Yes,"No, never",527.5002999999999,1100.0
1.0,0.0,1,January,Female,Yes,"No, never",586.9558999999999,1100.0
1.0,1.0,12,December,Male,Yes,"No, never",469.91540000000003,1100.0
1.0,1.0,9,September,Female,Yes,"No, never",621.9956999999999,1100.0
1.0,1.0,7,July,Female,Yes,"No, never",493.2179,1100.0
1.0,1.0,4,April,Male,Yes,"No, never",543.3756000000001,1100.0
1.0,1.0,8,August,Male,Yes,"No, never",581.2377,1100.0
1.0,1.0,5,May,Male,Yes,"No, never",623.6373,1100.0
1.0,1.0,7,July,Female,Yes,"No, never",535.1681,1100.0
1.0,1.0,5,May,Female,Yes,"No, never",562.8443,1100.0
1.0,1.0,9,September,Male,Yes,"No, never",594.7524,1100.0
1.0,1.0,1,January,Female,Yes,"No, never",596.5263000000001,1100.0
1.0,1.0,6,June,Female,Yes,"No, never",507.5153,1100.0
1.0,1.0,9,September,Male,Yes,"No, never",547.0854999999999,1100.0
1.0,1.0,1,January,Female,Yes,"No, never",611.1856999999999,1100.0
1.0,1.0,11,November,Female,Yes,"No, never",550.3073,1100.0
1.0,1.0,7,July,Female,Yes,"No, never",511.16849999999994,1100.0
1.0,1.0,8,August,Male,Yes,"No, never",560.6947000000001,1100.0
1.0,0.0,3,March,Female,Yes,"No, never",541.1155000000001,1100.0
1.0,1.0,4,April,Male,Yes,"No, never",661.1591999999999,1100.0
1.0,1.0,10,October,Male,Yes,"No, never",598.7215,1100.0
1.0,1.0,4,April,Male,Yes,"No, never",566.1016000000001,1100.0
1.0,1.0,3,March,Female,Yes,"No, never",617.8876999999999,1100.0
1.0,1.0,1,January,Female,Yes,"No, never",550.7956999999999,1100.0
1.0,1.0,1,January,Male,Yes,"No, never",509.23369999999994,1100.0
1.0,1.0,3,March,Female,Yes,"No, never",519.2695,1100.0
1.0,1.0,10,October,Male,Yes,"No, never",657.7474,1100.0
1.0,0.0,4,April,Female,Yes,"No, never",526.6465000000001,1100.0
1.0,1.0,12,December,Male,Yes,"No, never",577.9072,1100.0
1.0,1.0,5,May,Female,Yes,"No, never",543.0671,1100.0
1.0,,1,January,Female,Yes,"No, never",511.64849999999996,1100.0
1.0,1.0,6,June,Female,Yes,"No, never",583.0917,1100.0
1.0,1.0,6,June,Female,Yes,"No, never",591.7512999999999,1100.0
1.0,1.0,1,January,Female,Yes,"No, never",599.9007,1100.0
1.0,1.0,7,July,Male,Yes,"No, never",576.8344,1100.0
1.0,0.0,5,May,Male,Yes,"No, never",532.134,1100.0
1.0,1.0,9,September,Male,Yes,"No, never",604.0103,1100.0
1.0,1.0,6,June,Male,Yes,"No, never",517.8545,335.0
1.0,0.0,8,August,Male,Yes,"No, never",508.22740000000005,335.0
1.0,0.0,8,August,Male,Yes,"No, never",464.4781,335.0
1.0,0.0,10,October,Male,Yes,"No, never",442.1959,335.0
1.0,0.0,4,April,Female,No,"No, never",501.92249999999996,335.0
1.0,0.0,10,October,Male,Yes,"No, never",411.80060000000003,335.0
1.0,0.0,1,January,Male,Yes,"No, never",538.3678,335.0
1.0,1.0,7,July,Male,Yes,"No, never",458.26120000000003,335.0
1.0,1.0,12,December,Female,Yes,"Yes, once",310.51899999999995,335.0
1.0,0.0,7,July,Female,Yes,"No, never",527.763,335.0
1.0,0.0,6,June,Male,Yes,"No, never",626.0993000000001,335.0
1.0,0.0,12,December,Male,Yes,"No, never",346.4008,335.0
1.0,0.0,3,March,Male,Yes,"No, never",432.4017,335.0
1.0,1.0,3,March,Female,Yes,"No, never",502.8897999999999,335.0
1.0,0.0,8,August,Male,Yes,"No, never",570.2402,335.0
1.0,0.0,4,April,Female,Yes,"Yes, once",420.53909999999996,335.0
1.0,0.0,12,December,Female,Yes,"No, never",353.49370000000005,335.0
1.0,1.0,7,July,Male,Yes,"No, never",615.6835,335.0
1.0,0.0,3,March,Male,Yes,"No, never",462.94939999999997,335.0
1.0,0.0,7,July,Female,Yes,"No, never",465.5188,335.0
1.0,1.0,7,July,Male,Yes,"No, never",591.0604999999999,335.0
1.0,0.0,10,October,Female,Yes,"No, never",488.7348,335.0
1.0,1.0,2,February,Female,Yes,"No, never",467.5083000000001,335.0
1.0,1.0,2,February,Male,Yes,"No, never",470.7201,335.0
1.0,1.0,12,December,Female,Yes,"Yes, once",332.54910000000007,335.0
1.0,0.0,10,October,Female,Yes,"Yes, once",404.7195,335.0
